task_1,word,word_count,df,doc_len,idf,tf,tf-idf,,,,,,,,,,,,,
NOT,এনে,17,17,262,2.375502236,0.064885496,0.154135641,,,,,,,,,,,,,
NOT,কম,20,17,242,2.375502236,0.082644628,0.196322499,,,,,,,,,,,,,
NOT,কিয়,17,17,278,2.375502236,0.061151079,0.145264525,,,,,,,,,,,,,
NOT,কৰাৰ,18,17,272,2.375502236,0.066176471,0.157202354,,,,,,,,,,,,,
NOT,তাৰ,17,17,312,2.375502236,0.054487179,0.129434417,,,,,,,,,,,,,
NOT,তেওঁ,18,17,243,2.375502236,0.074074074,0.175963129,,,,,,,,,,,,,
NOT,দি,17,17,244,2.375502236,0.069672131,0.165506303,,,,,,,,,,,,,
NOT,দিলে,17,17,218,2.375502236,0.077981651,0.185245587,,,,,,,,,,,,,
NOT,মাত,17,17,235,2.375502236,0.072340426,0.171844843,,,,,,,,,,,,,
NOT,লৰা,17,17,250,2.375502236,0.068,0.161534152,,,,,,,,,,,,,
HOF,ঐ,16,16,136,2.401831175,0.117647059,0.282568374,,,,,,,,,,,,,
HOF,কাটি,17,16,178,2.401831175,0.095505618,0.229388371,,,,,,,,,,,,,
HOF,গৈছে,16,16,187,2.401831175,0.085561497,0.205504272,,,,,,,,,,,,,
HOF,চাগে,16,16,204,2.401831175,0.078431373,0.188378916,,,,,,,,,,,,,
HOF,চৰকাৰ,16,16,229,2.401831175,0.069868996,0.167813532,,,,,,,,,,,,,
HOF,মিঞা,17,16,198,2.401831175,0.085858586,0.206217828,,,,,,,,,,,,,
HOF,সংগঠন,17,16,218,2.401831175,0.077981651,0.187298761,,,,,,,,,,,,,
HOF,ৰাইজে,16,16,216,2.401831175,0.074074074,0.17791342,,,,,,,,,,,,,
NOT,অসমত,16,16,200,2.401831175,0.08,0.192146494,,,,,,,,,,,,,
NOT,আছিল,16,16,201,2.401831175,0.07960199,0.191190541,,,,,,,,,,,,,
NOT,কৰক,17,16,205,2.401831175,0.082926829,0.199176244,,,,,,,,,,,,,
NOT,কৰিলে,16,16,262,2.401831175,0.061068702,0.146676713,,,,,,,,,,,,,
NOT,খন,16,16,225,2.401831175,0.071111111,0.170796884,,,,,,,,,,,,,
NOT,লাভ,17,16,272,2.401831175,0.0625,0.150114448,,,,,,,,,,,,,
NOT,শুনি,16,16,194,2.401831175,0.082474227,0.198089169,,,,,,,,,,,,,
NOT,হিন্দু,16,16,228,2.401831175,0.070175439,0.168549556,,,,,,,,,,,,,
HOF,এৰি,15,15,226,2.429859899,0.066371681,0.161273887,,,,,,,,,,,,,
HOF,কেইটা,15,15,169,2.429859899,0.088757396,0.215668038,,,,,,,,,,,,,
HOF,জহৰা,15,15,128,2.429859899,0.1171875,0.284749207,,,,,,,,,,,,,
HOF,জে,17,15,631,2.429859899,0.026941363,0.065463737,,,,,,,,,,,,,
HOF,তো,16,15,226,2.429859899,0.07079646,0.17202548,,,,,,,,,,,,,
HOF,থাকে,15,15,223,2.429859899,0.067264574,0.163443491,,,,,,,,,,,,,
HOF,দম,16,15,192,2.429859899,0.083333333,0.202488325,,,,,,,,,,,,,
HOF,দিয়া,15,15,150,2.429859899,0.1,0.24298599,,,,,,,,,,,,,
HOF,ধৰ্ম,16,15,184,2.429859899,0.086956522,0.211292165,,,,,,,,,,,,,
HOF,নকৰে,15,15,222,2.429859899,0.067567568,0.164179723,,,,,,,,,,,,,
HOF,না,15,15,212,2.429859899,0.070754717,0.171924049,,,,,,,,,,,,,
HOF,নাম,15,15,170,2.429859899,0.088235294,0.214399403,,,,,,,,,,,,,
HOF,নামত,15,15,145,2.429859899,0.103448276,0.251364817,,,,,,,,,,,,,
HOF,পলাই,16,15,189,2.429859899,0.084656085,0.205702425,,,,,,,,,,,,,
HOF,ভালকৈ,15,15,181,2.429859899,0.082872928,0.201369605,,,,,,,,,,,,,
HOF,যায়,15,15,194,2.429859899,0.077319588,0.187875765,,,,,,,,,,,,,
HOF,লগাই,16,15,154,2.429859899,0.103896104,0.252452976,,,,,,,,,,,,,
HOF,সাংবাদিক,15,15,122,2.429859899,0.12295082,0.298753266,,,,,,,,,,,,,
HOF,সেইটো,16,15,207,2.429859899,0.077294686,0.187815258,,,,,,,,,,,,,
NOT,আছে।,15,15,196,2.429859899,0.076530612,0.185958666,,,,,,,,,,,,,
NOT,এ,15,15,196,2.429859899,0.076530612,0.185958666,,,,,,,,,,,,,
NOT,কথাত,15,15,173,2.429859899,0.086705202,0.210681494,,,,,,,,,,,,,
NOT,কৰিছে,16,15,236,2.429859899,0.06779661,0.164736264,,,,,,,,,,,,,
NOT,ত,15,15,177,2.429859899,0.084745763,0.20592033,,,,,,,,,,,,,
NOT,তাই,16,15,157,2.429859899,0.101910828,0.247629034,,,,,,,,,,,,,
NOT,দেই,15,15,123,2.429859899,0.12195122,0.296324378,,,,,,,,,,,,,
NOT,বৰ,16,15,133,2.429859899,0.120300752,0.292313973,,,,,,,,,,,,,
NOT,মানুহৰ,15,15,230,2.429859899,0.065217391,0.158469124,,,,,,,,,,,,,
NOT,মুছলমান,15,15,204,2.429859899,0.073529412,0.178666169,,,,,,,,,,,,,
NOT,যোৱা,15,15,190,2.429859899,0.078947368,0.191831045,,,,,,,,,,,,,
NOT,লাগিলে,15,15,187,2.429859899,0.080213904,0.194908548,,,,,,,,,,,,,
HOF,|,16,14,189,2.459823122,0.084656085,0.208238994,,,,,,,,,,,,,
HOF,অকল,14,14,152,2.459823122,0.092105263,0.226562656,,,,,,,,,,,,,
HOF,আগতে,15,14,177,2.459823122,0.084745763,0.208459587,,,,,,,,,,,,,
HOF,ইয়াক,15,14,131,2.459823122,0.114503817,0.281659136,,,,,,,,,,,,,
HOF,উচিত,15,14,163,2.459823122,0.09202454,0.226364091,,,,,,,,,,,,,
HOF,ওপৰত,14,14,188,2.459823122,0.074468085,0.183178318,,,,,,,,,,,,,
HOF,কত,14,14,134,2.459823122,0.104477612,0.256996446,,,,,,,,,,,,,
HOF,কাৰন,14,14,252,2.459823122,0.055555556,0.13665684,,,,,,,,,,,,,
HOF,কেনেকৈ,15,14,558,2.459823122,0.02688172,0.066124277,,,,,,,,,,,,,
HOF,গালি,15,14,175,2.459823122,0.085714286,0.210841982,,,,,,,,,,,,,
HOF,গোটেই,14,14,174,2.459823122,0.08045977,0.197916803,,,,,,,,,,,,,
HOF,জন্ম,14,14,176,2.459823122,0.079545455,0.195667748,,,,,,,,,,,,,
HOF,তহঁতৰ,14,14,190,2.459823122,0.073684211,0.181250125,,,,,,,,,,,,,
HOF,নিজকে,14,14,192,2.459823122,0.072916667,0.179362103,,,,,,,,,,,,,
HOF,পাই,14,14,172,2.459823122,0.081395349,0.200218161,,,,,,,,,,,,,
HOF,বুজি,14,14,219,2.459823122,0.063926941,0.157248967,,,,,,,,,,,,,
HOF,বোৰৰ,15,14,189,2.459823122,0.079365079,0.195224057,,,,,,,,,,,,,
HOF,মাজত,14,14,176,2.459823122,0.079545455,0.195667748,,,,,,,,,,,,,
HOF,মানুহক,14,14,190,2.459823122,0.073684211,0.181250125,,,,,,,,,,,,,
HOF,সকলোৱে,14,14,222,2.459823122,0.063063063,0.155123981,,,,,,,,,,,,,
HOF,সি,14,14,180,2.459823122,0.077777778,0.191319576,,,,,,,,,,,,,
HOF,সৰু,16,14,235,2.459823122,0.068085106,0.167477319,,,,,,,,,,,,,
HOF,হ'ল,14,14,173,2.459823122,0.080924855,0.199060831,,,,,,,,,,,,,
NOT,আমাক,14,14,160,2.459823122,0.0875,0.215234523,,,,,,,,,,,,,
NOT,কাৰণ,14,14,261,2.459823122,0.053639847,0.131944535,,,,,,,,,,,,,
NOT,কিমান,14,14,204,2.459823122,0.068627451,0.168811391,,,,,,,,,,,,,
NOT,চিন্তা,16,14,228,2.459823122,0.070175439,0.172619166,,,,,,,,,,,,,
NOT,পাৰিলে,14,14,161,2.459823122,0.086956522,0.213897663,,,,,,,,,,,,,
NOT,পাৰে,14,14,185,2.459823122,0.075675676,0.186148777,,,,,,,,,,,,,
NOT,ভাষা,14,14,178,2.459823122,0.078651685,0.193469234,,,,,,,,,,,,,
NOT,ভিডিও,14,14,134,2.459823122,0.104477612,0.256996446,,,,,,,,,,,,,
NOT,মজা,14,14,118,2.459823122,0.118644068,0.291843421,,,,,,,,,,,,,
NOT,মহিলা,15,14,212,2.459823122,0.070754717,0.174044089,,,,,,,,,,,,,
NOT,যাব,15,14,248,2.459823122,0.060483871,0.148779624,,,,,,,,,,,,,
NOT,যি,14,14,202,2.459823122,0.069306931,0.170482791,,,,,,,,,,,,,
NOT,হ'ল,15,14,165,2.459823122,0.090909091,0.223620284,,,,,,,,,,,,,
HOF,আহে,13,13,179,2.492007805,0.072625698,0.180983807,,,,,,,,,,,,,
HOF,এইজনী,13,13,94,2.492007805,0.138297872,0.344639377,,,,,,,,,,,,,
HOF,কলে,14,13,215,2.492007805,0.065116279,0.162270276,,,,,,,,,,,,,
HOF,কোনেও,13,13,167,2.492007805,0.077844311,0.193988632,,,,,,,,,,,,,
HOF,গৰু,13,13,172,2.492007805,0.075581395,0.188349427,,,,,,,,,,,,,
HOF,ঘৰত,13,13,227,2.492007805,0.057268722,0.142714103,,,,,,,,,,,,,
HOF,ত,13,13,190,2.492007805,0.068421053,0.170505797,,,,,,,,,,,,,
HOF,তেওঁ,13,13,166,2.492007805,0.078313253,0.195157238,,,,,,,,,,,,,
HOF,দল,15,13,173,2.492007805,0.086705202,0.216070041,,,,,,,,,,,,,
HOF,দিছে,13,13,171,2.492007805,0.076023392,0.189450886,,,,,,,,,,,,,
HOF,দেখাই,13,13,181,2.492007805,0.071823204,0.178983986,,,,,,,,,,,,,
HOF,ধৰি,13,13,160,2.492007805,0.08125,0.202475634,,,,,,,,,,,,,
HOF,নাজানে,14,13,210,2.492007805,0.066666667,0.166133854,,,,,,,,,,,,,
HOF,বাহিৰে,13,13,155,2.492007805,0.083870968,0.209007106,,,,,,,,,,,,,
HOF,বাৰু,13,13,140,2.492007805,0.092857143,0.231400725,,,,,,,,,,,,,
HOF,মন্ত্ৰী,14,13,227,2.492007805,0.061674009,0.153692111,,,,,,,,,,,,,
HOF,লাগি,13,13,161,2.492007805,0.080745342,0.201218022,,,,,,,,,,,,,
HOF,লাগিছিল,13,13,125,2.492007805,0.104,0.259168812,,,,,,,,,,,,,
HOF,শাস্তি,14,13,127,2.492007805,0.11023622,0.274709522,,,,,,,,,,,,,
NOT,আশা,13,13,189,2.492007805,0.068783069,0.171407944,,,,,,,,,,,,,
NOT,এক,13,13,224,2.492007805,0.058035714,0.144625453,,,,,,,,,,,,,
NOT,কাপোৰ,13,13,133,2.492007805,0.097744361,0.24357971,,,,,,,,,,,,,
NOT,গম,13,13,143,2.492007805,0.090909091,0.226546164,,,,,,,,,,,,,
NOT,গৈ,13,13,232,2.492007805,0.056034483,0.139638368,,,,,,,,,,,,,
NOT,চাব,13,13,148,2.492007805,0.087837838,0.218892577,,,,,,,,,,,,,
NOT,জুই,14,13,91,2.492007805,0.153846154,0.383385816,,,,,,,,,,,,,
NOT,ঠিক,13,13,185,2.492007805,0.07027027,0.175114062,,,,,,,,,,,,,
NOT,বহু,13,13,183,2.492007805,0.071038251,0.177027877,,,,,,,,,,,,,
NOT,ভুল,13,13,229,2.492007805,0.056768559,0.141467692,,,,,,,,,,,,,
NOT,মৰম,14,13,149,2.492007805,0.093959732,0.234148384,,,,,,,,,,,,,
HOF,আগত,12,12,176,2.526769912,0.068181818,0.172279767,,,,,,,,,,,,,
HOF,আপোনালোকৰ,13,12,138,2.526769912,0.094202899,0.23802905,,,,,,,,,,,,,
HOF,এইবিলাক,12,12,123,2.526769912,0.097560976,0.246514138,,,,,,,,,,,,,
HOF,এবাৰ,12,12,175,2.526769912,0.068571429,0.173264223,,,,,,,,,,,,,
HOF,কম,13,12,167,2.526769912,0.077844311,0.196694664,,,,,,,,,,,,,
HOF,কা,15,12,179,2.526769912,0.083798883,0.211740495,,,,,,,,,,,,,
HOF,কাৰণ,12,12,194,2.526769912,0.06185567,0.156295046,,,,,,,,,,,,,
HOF,কে,13,12,139,2.526769912,0.09352518,0.23631661,,,,,,,,,,,,,
HOF,কেৱল,12,12,220,2.526769912,0.054545455,0.137823813,,,,,,,,,,,,,
HOF,ক্লা,12,12,100,2.526769912,0.12,0.303212389,,,,,,,,,,,,,
HOF,চাব,13,12,156,2.526769912,0.083333333,0.210564159,,,,,,,,,,,,,
HOF,জাতি,12,12,191,2.526769912,0.062827225,0.158749942,,,,,,,,,,,,,
HOF,জানে,12,12,168,2.526769912,0.071428571,0.180483565,,,,,,,,,,,,,
HOF,তেন্তে,12,12,174,2.526769912,0.068965517,0.174259994,,,,,,,,,,,,,
HOF,তোমাৰ,12,12,132,2.526769912,0.090909091,0.229706356,,,,,,,,,,,,,
HOF,দিয়ক,12,12,142,2.526769912,0.084507042,0.213529852,,,,,,,,,,,,,
HOF,দুটা,12,12,109,2.526769912,0.110091743,0.278176504,,,,,,,,,,,,,
HOF,নহলে,12,12,124,2.526769912,0.096774194,0.24452612,,,,,,,,,,,,,
HOF,"নাই,",12,12,524,2.526769912,0.022900763,0.05786496,,,,,,,,,,,,,
HOF,নিজেই,13,12,171,2.526769912,0.076023392,0.192093619,,,,,,,,,,,,,
HOF,নোৱাৰে,12,12,141,2.526769912,0.085106383,0.215044248,,,,,,,,,,,,,
HOF,পাব,12,12,156,2.526769912,0.076923077,0.194366916,,,,,,,,,,,,,
HOF,বঙালী,12,12,204,2.526769912,0.058823529,0.148633524,,,,,,,,,,,,,
HOF,মতা,13,12,135,2.526769912,0.096296296,0.243318584,,,,,,,,,,,,,
HOF,মাইকী,13,12,103,2.526769912,0.126213592,0.318912707,,,,,,,,,,,,,
HOF,সকলক,12,12,181,2.526769912,0.066298343,0.167520657,,,,,,,,,,,,,
HOF,ৰাখিব,12,12,184,2.526769912,0.065217391,0.164789342,,,,,,,,,,,,,
HOF,ৰেপ,13,12,109,2.526769912,0.119266055,0.301357879,,,,,,,,,,,,,
NOT,ই,12,12,179,2.526769912,0.067039106,0.169392396,,,,,,,,,,,,,
NOT,একে,15,12,177,2.526769912,0.084745763,0.214133043,,,,,,,,,,,,,
NOT,কব,14,12,184,2.526769912,0.076086957,0.192254232,,,,,,,,,,,,,
NOT,চাবলৈ,12,12,128,2.526769912,0.09375,0.236884679,,,,,,,,,,,,,
NOT,জয়,12,12,144,2.526769912,0.083333333,0.210564159,,,,,,,,,,,,,
NOT,জয়,12,12,158,2.526769912,0.075949367,0.191906576,,,,,,,,,,,,,
NOT,দুই,12,12,150,2.526769912,0.08,0.202141593,,,,,,,,,,,,,
NOT,না,14,12,128,2.526769912,0.109375,0.276365459,,,,,,,,,,,,,
NOT,নিজে,12,12,177,2.526769912,0.06779661,0.171306435,,,,,,,,,,,,,
NOT,পিছত,12,12,146,2.526769912,0.082191781,0.207679719,,,,,,,,,,,,,
NOT,বেলেগ,12,12,105,2.526769912,0.114285714,0.288773704,,,,,,,,,,,,,
NOT,লগা,12,12,160,2.526769912,0.075,0.189507743,,,,,,,,,,,,,
NOT,লাগিব।,12,12,173,2.526769912,0.069364162,0.175267277,,,,,,,,,,,,,
NOT,সকলে,12,12,202,2.526769912,0.059405941,0.150105143,,,,,,,,,,,,,
NOT,হলে,12,12,232,2.526769912,0.051724138,0.130694995,,,,,,,,,,,,,
HOF,ইয়াক,11,11,104,2.564558472,0.105769231,0.271251377,,,,,,,,,,,,,
HOF,একে,15,11,160,2.564558472,0.09375,0.240427357,,,,,,,,,,,,,
HOF,এদিন,11,11,184,2.564558472,0.059782609,0.153315996,,,,,,,,,,,,,
HOF,কাৰ,11,11,128,2.564558472,0.0859375,0.220391744,,,,,,,,,,,,,
HOF,কিছুমান,12,11,147,2.564558472,0.081632653,0.209351712,,,,,,,,,,,,,
HOF,গেদাৰ,11,11,118,2.564558472,0.093220339,0.23906901,,,,,,,,,,,,,
HOF,গৰম,11,11,115,2.564558472,0.095652174,0.245305593,,,,,,,,,,,,,
HOF,চকু,11,11,120,2.564558472,0.091666667,0.235084527,,,,,,,,,,,,,
HOF,চেনেল,11,11,130,2.564558472,0.084615385,0.217001102,,,,,,,,,,,,,
HOF,তহতে,11,11,147,2.564558472,0.074829932,0.191905736,,,,,,,,,,,,,
HOF,দিন,11,11,141,2.564558472,0.078014184,0.200071938,,,,,,,,,,,,,
HOF,দেখি,13,11,120,2.564558472,0.108333333,0.277827168,,,,,,,,,,,,,
HOF,ধৰ্মৰ,11,11,139,2.564558472,0.079136691,0.20295067,,,,,,,,,,,,,
HOF,নাৰী,12,11,143,2.564558472,0.083916084,0.215207704,,,,,,,,,,,,,
HOF,পানী,14,11,141,2.564558472,0.09929078,0.254637011,,,,,,,,,,,,,
HOF,পিন্ধি,11,11,144,2.564558472,0.076388889,0.195903772,,,,,,,,,,,,,
HOF,বিৰোধী,12,11,183,2.564558472,0.06557377,0.168167769,,,,,,,,,,,,,
HOF,বেচি,12,11,127,2.564558472,0.094488189,0.242320486,,,,,,,,,,,,,
HOF,বোৰে,11,11,126,2.564558472,0.087301587,0.223890025,,,,,,,,,,,,,
HOF,ভাঙি,11,11,110,2.564558472,0.1,0.256455847,,,,,,,,,,,,,
HOF,মতে,11,11,156,2.564558472,0.070512821,0.180834251,,,,,,,,,,,,,
HOF,মন্তব্য,12,11,139,2.564558472,0.086330935,0.221400731,,,,,,,,,,,,,
HOF,মুছলিম,12,11,139,2.564558472,0.086330935,0.221400731,,,,,,,,,,,,,
HOF,যায়,11,11,154,2.564558472,0.071428571,0.183182748,,,,,,,,,,,,,
HOF,সুবিধা,11,11,188,2.564558472,0.058510638,0.150053953,,,,,,,,,,,,,
HOF,ৰাইজৰ,11,11,540,2.564558472,0.02037037,0.052241006,,,,,,,,,,,,,
NOT,আছো,11,11,116,2.564558472,0.094827586,0.24319089,,,,,,,,,,,,,
NOT,আহিব,11,11,104,2.564558472,0.105769231,0.271251377,,,,,,,,,,,,,
NOT,কোন,12,11,177,2.564558472,0.06779661,0.173868371,,,,,,,,,,,,,
NOT,গুৰুত্ব,12,11,106,2.564558472,0.113207547,0.290327374,,,,,,,,,,,,,
NOT,ঘৰত,12,11,115,2.564558472,0.104347826,0.267606101,,,,,,,,,,,,,
NOT,চাগে,11,11,105,2.564558472,0.104761905,0.26866803,,,,,,,,,,,,,
NOT,তো,11,11,145,2.564558472,0.075862069,0.194552712,,,,,,,,,,,,,
NOT,দিন,11,11,171,2.564558472,0.064327485,0.164971598,,,,,,,,,,,,,
NOT,দিয়া,13,11,231,2.564558472,0.056277056,0.144325801,,,,,,,,,,,,,
NOT,দেখা,11,11,152,2.564558472,0.072368421,0.185593047,,,,,,,,,,,,,
NOT,দেখি,12,11,126,2.564558472,0.095238095,0.244243664,,,,,,,,,,,,,
NOT,নোৱাৰে,11,11,167,2.564558472,0.065868263,0.168923013,,,,,,,,,,,,,
NOT,বিলাক,11,11,151,2.564558472,0.072847682,0.18682214,,,,,,,,,,,,,
NOT,ব্যৱস্থা,11,11,123,2.564558472,0.089430894,0.229350758,,,,,,,,,,,,,
NOT,বৰষা,11,11,145,2.564558472,0.075862069,0.194552712,,,,,,,,,,,,,
NOT,মোক,12,11,190,2.564558472,0.063157895,0.161972114,,,,,,,,,,,,,
NOT,লগ,11,11,148,2.564558472,0.074324324,0.190609076,,,,,,,,,,,,,
NOT,লাগিল।,11,11,112,2.564558472,0.098214286,0.251876279,,,,,,,,,,,,,
NOT,সদায়,12,11,199,2.564558472,0.060301508,0.154646742,,,,,,,,,,,,,
NOT,সোনকালে,11,11,111,2.564558472,0.099099099,0.254145434,,,,,,,,,,,,,
NOT,ৰাইজে,11,11,157,2.564558472,0.070063694,0.179682441,,,,,,,,,,,,,
HOF,অপমান,11,10,147,2.605951158,0.074829932,0.195003148,,,,,,,,,,,,,
HOF,এখন,11,10,209,2.605951158,0.052631579,0.137155324,,,,,,,,,,,,,
HOF,ওলাই,10,10,108,2.605951158,0.092592593,0.241291774,,,,,,,,,,,,,
HOF,কোনোবা,10,10,140,2.605951158,0.071428571,0.186139368,,,,,,,,,,,,,
HOF,কৰিম,10,10,124,2.605951158,0.080645161,0.210157351,,,,,,,,,,,,,
HOF,গল,10,10,97,2.605951158,0.103092784,0.268654759,,,,,,,,,,,,,
HOF,গাত,10,10,112,2.605951158,0.089285714,0.23267421,,,,,,,,,,,,,
HOF,গেদাই,10,10,115,2.605951158,0.086956522,0.226604448,,,,,,,,,,,,,
HOF,জনীক,10,10,99,2.605951158,0.101010101,0.26322739,,,,,,,,,,,,,
HOF,জানো,10,10,116,2.605951158,0.086206897,0.224650962,,,,,,,,,,,,,
HOF,জুই,11,10,112,2.605951158,0.098214286,0.255941632,,,,,,,,,,,,,
HOF,তু,10,10,115,2.605951158,0.086956522,0.226604448,,,,,,,,,,,,,
HOF,তুৰ,11,10,157,2.605951158,0.070063694,0.182582565,,,,,,,,,,,,,
HOF,তেতিয়া,10,10,141,2.605951158,0.070921986,0.184819231,,,,,,,,,,,,,
HOF,থাকা,10,10,106,2.605951158,0.094339623,0.245844449,,,,,,,,,,,,,
HOF,দালাল,10,10,97,2.605951158,0.103092784,0.268654759,,,,,,,,,,,,,
HOF,নতুন,10,10,157,2.605951158,0.063694268,0.16598415,,,,,,,,,,,,,
HOF,নহয়।,10,10,136,2.605951158,0.073529412,0.191614056,,,,,,,,,,,,,
HOF,নাটক,11,10,477,2.605951158,0.023060797,0.06009531,,,,,,,,,,,,,
HOF,নি,10,10,122,2.605951158,0.081967213,0.213602554,,,,,,,,,,,,,
HOF,নোৱাৰা,10,10,107,2.605951158,0.093457944,0.243546837,,,,,,,,,,,,,
HOF,পুলিচ,10,10,135,2.605951158,0.074074074,0.193033419,,,,,,,,,,,,,
HOF,পোৱালি,10,10,97,2.605951158,0.103092784,0.268654759,,,,,,,,,,,,,
HOF,প্ৰশ্ন,10,10,129,2.605951158,0.07751938,0.202011718,,,,,,,,,,,,,
HOF,বনাই,11,10,140,2.605951158,0.078571429,0.204753305,,,,,,,,,,,,,
HOF,বন্ধ,10,10,134,2.605951158,0.074626866,0.194473967,,,,,,,,,,,,,
HOF,বেছিকৈ,10,10,131,2.605951158,0.076335878,0.198927569,,,,,,,,,,,,,
HOF,বোলে,10,10,103,2.605951158,0.097087379,0.253004967,,,,,,,,,,,,,
HOF,বোৰক,10,10,113,2.605951158,0.088495575,0.230615147,,,,,,,,,,,,,
HOF,বৰা,11,10,111,2.605951158,0.099099099,0.258247412,,,,,,,,,,,,,
HOF,ভাবে,12,10,135,2.605951158,0.088888889,0.231640103,,,,,,,,,,,,,
HOF,ভুল,10,10,113,2.605951158,0.088495575,0.230615147,,,,,,,,,,,,,
HOF,মজা,10,10,109,2.605951158,0.091743119,0.239078088,,,,,,,,,,,,,
HOF,মাক,10,10,94,2.605951158,0.106382979,0.277228847,,,,,,,,,,,,,
HOF,মান,10,10,120,2.605951158,0.083333333,0.217162596,,,,,,,,,,,,,
HOF,মাৰিব,10,10,64,2.605951158,0.15625,0.407179868,,,,,,,,,,,,,
HOF,মূৰ্খ,10,10,102,2.605951158,0.098039216,0.255485408,,,,,,,,,,,,,
HOF,যোৱা,10,10,123,2.605951158,0.081300813,0.211865948,,,,,,,,,,,,,
HOF,লগে,11,10,142,2.605951158,0.077464789,0.201869456,,,,,,,,,,,,,
HOF,লাখ,13,10,171,2.605951158,0.076023392,0.198113246,,,,,,,,,,,,,
HOF,লাগিল,10,10,91,2.605951158,0.10989011,0.286368259,,,,,,,,,,,,,
HOF,সময়,11,10,164,2.605951158,0.067073171,0.174789407,,,,,,,,,,,,,
HOF,হ'লে,11,10,129,2.605951158,0.085271318,0.222212889,,,,,,,,,,,,,
HOF,ৰাজনীতি,11,10,160,2.605951158,0.06875,0.179159142,,,,,,,,,,,,,
NOT,অকল,10,10,139,2.605951158,0.071942446,0.187478501,,,,,,,,,,,,,
NOT,আপোনাক,11,10,180,2.605951158,0.061111111,0.159252571,,,,,,,,,,,,,
NOT,আপোনালোকে,10,10,132,2.605951158,0.075757576,0.197420542,,,,,,,,,,,,,
NOT,আপোনালোকৰ,10,10,171,2.605951158,0.058479532,0.152394805,,,,,,,,,,,,,
NOT,এতিয়া,10,10,110,2.605951158,0.090909091,0.236904651,,,,,,,,,,,,,
NOT,এবাৰ,10,10,103,2.605951158,0.097087379,0.253004967,,,,,,,,,,,,,
NOT,কবলৈ,10,10,117,2.605951158,0.085470085,0.222730868,,,,,,,,,,,,,
NOT,কাৰনে,10,10,117,2.605951158,0.085470085,0.222730868,,,,,,,,,,,,,
NOT,কেনেকৈ,10,10,97,2.605951158,0.103092784,0.268654759,,,,,,,,,,,,,
NOT,খাব,11,10,144,2.605951158,0.076388889,0.199065713,,,,,,,,,,,,,
NOT,চৰকাৰে,10,10,111,2.605951158,0.09009009,0.234770375,,,,,,,,,,,,,
NOT,তথা,10,10,168,2.605951158,0.05952381,0.15511614,,,,,,,,,,,,,
NOT,থাকিলে,10,10,113,2.605951158,0.088495575,0.230615147,,,,,,,,,,,,,
NOT,দিনৰ,10,10,102,2.605951158,0.098039216,0.255485408,,,,,,,,,,,,,
NOT,দিয়ক,10,10,122,2.605951158,0.081967213,0.213602554,,,,,,,,,,,,,
NOT,দে,10,10,115,2.605951158,0.086956522,0.226604448,,,,,,,,,,,,,
NOT,নকৰে,10,10,160,2.605951158,0.0625,0.162871947,,,,,,,,,,,,,
NOT,নহলে,10,10,178,2.605951158,0.056179775,0.14640175,,,,,,,,,,,,,
NOT,নিজকে,10,10,153,2.605951158,0.065359477,0.170323605,,,,,,,,,,,,,
NOT,পাব,10,10,150,2.605951158,0.066666667,0.173730077,,,,,,,,,,,,,
NOT,প্ৰতিবাদ,10,10,163,2.605951158,0.061349693,0.159874304,,,,,,,,,,,,,
NOT,পৰাই,10,10,139,2.605951158,0.071942446,0.187478501,,,,,,,,,,,,,
NOT,বাৰু,10,10,130,2.605951158,0.076923077,0.200457781,,,,,,,,,,,,,
NOT,ভাত,10,10,113,2.605951158,0.088495575,0.230615147,,,,,,,,,,,,,
NOT,মন্তব্য,10,10,93,2.605951158,0.107526882,0.280209802,,,,,,,,,,,,,
NOT,মাজত,10,10,188,2.605951158,0.053191489,0.138614423,,,,,,,,,,,,,
NOT,যিমান,10,10,165,2.605951158,0.060606061,0.157936434,,,,,,,,,,,,,
NOT,লগতে,10,10,188,2.605951158,0.053191489,0.138614423,,,,,,,,,,,,,
NOT,শিক্ষা,12,10,184,2.605951158,0.065217391,0.169953336,,,,,,,,,,,,,
NOT,সদায়,10,10,126,2.605951158,0.079365079,0.20682152,,,,,,,,,,,,,
NOT,সমস্যা,10,10,147,2.605951158,0.068027211,0.177275589,,,,,,,,,,,,,
NOT,সমাজৰ,10,10,123,2.605951158,0.081300813,0.211865948,,,,,,,,,,,,,
NOT,সাংবাদিক,10,10,113,2.605951158,0.088495575,0.230615147,,,,,,,,,,,,,
HOF,অৱস্থা,9,9,97,2.651708648,0.092783505,0.246034823,,,,,,,,,,,,,
HOF,আমাক,9,9,128,2.651708648,0.0703125,0.186448264,,,,,,,,,,,,,
HOF,আহক,9,9,94,2.651708648,0.095744681,0.253886998,,,,,,,,,,,,,
HOF,কুকুৰে,9,9,73,2.651708648,0.123287671,0.326922984,,,,,,,,,,,,,
HOF,কেইটাই,9,9,102,2.651708648,0.088235294,0.233974292,,,,,,,,,,,,,
HOF,কয়,10,9,112,2.651708648,0.089285714,0.236759701,,,,,,,,,,,,,
HOF,চিন্তা,9,9,151,2.651708648,0.059602649,0.15804886,,,,,,,,,,,,,
HOF,চৰকাৰী,9,9,129,2.651708648,0.069767442,0.185002929,,,,,,,,,,,,,
