,word,word_count,doc_count,doc_len
975,আধৰুৱা,1,1,19
976,আন,14,13,195
977,আনক,2,2,67
978,আনকি,2,2,30
979,আনচাবক্ৰিবে,1,1,12
980,আনজনৰ,2,2,30
981,আনটো,1,1,12
982,আনটোৰ,1,1,27
983,আনদমেলা,1,1,4
984,আনন্দ,4,4,43
985,আনন্দত,1,1,15
986,আনন্দিত,1,1,8
987,আনফালে,2,2,32
988,আনবোৰ,1,1,19
989,আনলে,1,1,10
990,আনহাতে,1,1,20
991,"আনহাতে,মিঞা",1,1,12
992,আনা,1,1,29
993,আনি,3,3,44
994,আনিছিল।,2,2,24
995,আনিছে,1,1,19
996,আনিছে।,1,1,7
997,আনিব,2,2,31
998,আনিবলৈ,1,1,16
999,আনিম,2,2,27
1000,আনিলে,1,1,8
1001,আনিলে।।,1,1,11
1002,আনে,4,4,63
1003,"আনে,",1,1,32
1004,আন্তঃ,1,1,10
1005,আন্দোলন,5,5,107
1006,আন্দোলন।কিয়,1,1,14
1007,আন্দোলনত,3,3,60
1008,আন্দোলনৰ,3,3,39
1009,আন্দৰ,1,1,9
1010,আনৰ,10,10,107
1011,আপ,5,5,85
1012,আপ?,1,1,9
1013,আপ।,2,2,13
1014,আপক,3,3,27
1015,আপত,1,1,6
1016,আপত্তি,4,4,38
1017,আপনাদের,1,1,19
1018,আপলুট,1,1,13
1019,আপলোড,2,2,21
1020,আপলোদ,1,1,13
1021,আপা,1,1,16
1022,আপুনালুকে,1,1,19
1023,আপুনালোকক,2,2,23
1024,আপুনালোককে,1,1,19
1025,আপুনালোকৰ,1,1,20
1026,আপুনাৰ,4,4,88
1027,আপুনি,65,62,760
1028,আপুনি...ঘেন্টা,1,1,14
1029,আপে,2,2,26
1030,আপোন,2,2,32
1031,আপোনা,2,2,29
1032,আপোনাক,10,10,126
1033,আপোনালোক,4,4,42
1034,আপোনালোকক,1,1,6
1035,আপোনালোকলৈ।,1,1,3
1036,আপোনালোকে,10,10,119
1037,আপোনালোকে?,1,1,6
1038,আপোনালোকে।,1,1,13
1039,আপোনালোকে।আমি,1,1,20
1040,আপোনালোকেই,3,3,44
1041,আপোনালোকেও,3,3,25
1042,আপোনালোকৰ,13,13,152
1043,আপোনালোকৰো,1,1,7
1044,আপোনাসবৰ,1,1,14
1045,আপোনাৰ,55,53,694
1046,আপোনি,6,5,78
1047,আপোনিও,1,1,3
1048,আপোনৰ,2,2,34
1049,আপোৱাকো,1,1,13
1050,আপ্লুত,1,1,22
1051,আপৰ,2,2,19
1052,আফগানিস্তান,1,1,7
1053,আফগানিস্তানত,1,1,9
1054,আফ্ৰিকা,1,1,10
1055,আবদ্ধ,1,1,12
1056,আবুল,1,1,9
1057,আবুল-তাবুল,1,1,8
1058,আবেদ,2,2,16
1059,আম,3,3,31
1060,আমগুৰিৰ,1,1,11
1061,আমদানি,1,1,10
1062,আমনি,6,6,63
1063,আমবাৰীত,1,1,9
1064,আমাক,14,14,192
1065,আমার,2,2,21
1066,আমাৰ,128,116,1613
1067,আমাৰেই,1,1,19
1068,আমাৰো,2,2,27
1069,আমি,93,87,1179
1070,আমি।,1,1,12
1071,আমিও,4,4,44
1072,আমিও‌,1,1,11
1073,আমিয়ে,2,1,21
1074,আমিৰ,1,1,13
1075,আমী,1,1,8
1076,আমেৰিকা,1,1,8
1077,আমোয়ালে,1,1,8
1078,আমৰ,1,1,10
1079,আল,4,4,33
1080,আলপু,3,2,33
1081,আলফা,1,1,9
1082,আলহী,1,1,17
1083,আলি,8,6,42
1084,আলি।,1,1,5
1085,আলিক,1,1,9
1086,আলী,4,4,38
1087,আলীক,1,1,15
1088,আলোচনা,4,4,96
1089,আল্টিমেট,1,1,2
1090,আল্লাহ,3,3,33
1091,আশা,15,15,219
1092,আশাত,2,2,33
1093,আশাবাদী,1,1,64
1094,আশীকে,1,1,8
1095,আশীর্বাদ,1,1,6
1096,আশীৰ্বাদ,1,1,12
1097,আশ্ৰমত,1,1,22
1098,আশ্ৰয়,1,1,11
1099,আসনত,1,1,16
1100,আসলে,1,1,13
1101,আসুৰিক,1,1,12
1102,আহ,5,5,62
1103,আহক,8,8,82
1104,আহক।,1,1,5
1105,আহক🤣🤣🤣,1,1,11
1106,আহমেদ,5,5,65
1107,আহা,1,1,19
1108,আহি,20,20,283
1109,আহিছ,5,5,65
1110,আহিছিল,2,2,23
1111,আহিছিলো,1,1,5
1112,আহিছে,6,6,93
1113,"আহিছে,",2,2,20
1114,"আহিছে,আহিলেও",1,1,15
1115,আহিছে।,2,2,28
1116,আহিছো,1,1,16
1117,আহিছো।,1,1,6
1118,"আহিজা,জীয়াই",1,1,4
1119,আহিজাবো...,1,1,20
1120,আহিনো,2,2,22
1121,আহিব,21,21,220
1122,আহিব।,1,1,9
1123,আহিবলৈ,1,1,19
1124,আহিবা,6,6,103
1125,আহিবি,4,4,35
1126,আহিম,2,2,17
1127,আহিল।,1,1,14
1128,আহিলা,1,1,5
1129,আহিলি।,1,1,12
1130,আহিলে,5,5,58
1131,আহিলেও,4,4,61
1132,আহিলো,1,1,15
1133,আহে,10,10,148
1134,আহে.,1,1,14
1135,আহে।,1,1,16
1136,"আহেনে,নে",1,1,12
1137,আহোম,4,4,73
1138,আহ্বান,1,1,13
1139,আহ্বান।,1,1,12
1140,আাইনী,1,1,15
1141,আৰ,5,5,79
1142,আৰক্ষণ,1,1,10
1143,আৰক্ষী,4,3,55
1144,আৰক্ষী।,1,1,8
1145,আৰক্ষীয়ে,1,1,5
1146,আৰক্ষীৰ,1,1,19
1147,আৰবতো,1,1,18
1148,আৰবীয়,1,1,15
1149,আৰবীয়,1,1,9
1150,আৰম্ভ,7,7,91
1151,আৰম্ভ।,1,1,21
1152,আৰম্ভনি,1,1,12
1153,আৰামত,2,2,19
1154,আৰাম্ব,1,1,19
1155,আৰু,244,231,3332
1156,আৰু!,2,2,12
1157,আৰু...,1,1,16
1158,আৰু?,1,1,12
1159,আৰুrape,1,1,9
1160,আৰু।,5,5,43
1161,আৰুতো,1,1,17
1162,আৰুনোদয়,1,1,13
1163,আৰে,2,2,12
1164,আৰো,2,2,18
1165,আৰ্মী,1,1,9
1166,আৱদ্ধ,1,1,12
1167,আৱেগিক,1,1,32
1168,আৱেদন।,1,1,6
1169,আৱৰযনা,1,1,11
1170,আৱৰযনায়,1,1,11
1171,ই,31,28,371
1172,ই।,1,1,23
1173,ইংলিচ,1,1,35
1174,ইংলিছ,2,2,35
1175,ইংল্যান্ড,1,1,8
1176,ইংৰাজ,1,1,11
1177,ইংৰাজী,12,12,191
1178,ইংৰাজীক,1,1,24
1179,ইংৰাজীত,6,5,119
1180,ইংৰাজীতেই,1,1,29
1181,ইউটিউব,3,3,41
1182,ইউটিউবাৰ,2,2,65
1183,ইউটুবত,1,1,8
1184,ইঔ!,1,1,4
1185,ইকো,1,1,6
1186,ইচ,1,1,16
1187,ইচলামিকৰনৰ,1,1,11
1188,ইচলাম৷,1,1,8
1189,ইচ্চা,1,1,19
1190,ইচ্ছা,6,6,83
1191,ইচ্ছাই,1,1,22
1192,ইচ্ছাৰে,1,1,8
1193,ইছলাম,1,1,14
1194,ইজনে,2,2,22
1195,ইজনৰ,1,1,10
1196,ইজুনে,1,1,11
1197,ইজে,2,1,8
1198,ইজোনি,1,1,21
1199,ইঞ্জিনীয়াৰ,1,1,16
1200,ইট,1,1,14
1201,ইণ্ডিয়াত,1,1,11
1202,ইতিকিং,1,1,4
1203,"ইতিমধ্যে,প্ৰাগনিউজকো",1,1,9
1204,ইতিহাস,3,3,48
1205,ইতীহাখ,1,1,5
1206,ইত্যাদি,1,1,19
1207,ইনকামৰ,1,1,10
1208,ইনচাল্ট,2,2,12
1209,ইন্টাৰনেট,1,1,10
1210,ইন্টাৰভিউ,1,1,10
1211,ইফালে,1,1,19
1212,ইবুৰ,1,1,20
1213,ইবেচি,1,1,30
1214,ইমাণ,1,1,18
1215,ইমান,69,66,766
1216,ইমানকৈ,2,2,18
1217,ইমানে,1,1,16
1218,ইমানেই।,1,1,3
1219,ইমানো,2,2,17
1220,ইমানৰ,2,2,21
1221,ইমূৰৰ,1,1,12
1222,ইম্মান,2,2,25
1223,ইয়াক,12,12,121
1224,ইয়াত,4,4,43
1225,ইয়াতেই,1,1,17
1226,ইয়াৰ,7,7,77
1227,ইযাৰ,1,1,5
1228,ইলেকচনৰ,1,1,6
1229,ইস্কুলৰ,2,2,24
1230,ইহঁত,3,3,23
1231,ইহঁতক,3,3,30
1232,ইহঁতবোৰ,1,1,4
1233,ইহঁতে,3,3,37
1234,ইহঁতেই,1,1,5
1235,ইহঁতে৷,1,1,8
1236,ইহঁতৰ,6,6,52
1237,ইহত,3,3,29
1238,ইহতক,4,4,53
1239,ইহতে,1,1,9
1240,ইহতৰ,8,8,82
1241,ইয়ক,1,1,8
1242,ইয়াক,11,11,88
1243,ইয়াকে,1,1,11
1244,ইয়াত,5,5,61
1245,ইয়াতকৈ,2,2,31
1246,ইয়াতে,1,1,18
1247,ইয়াৰ,8,8,87
1248,ইয়াৰে,1,1,15
1249,ইয়ো,1,1,3
1250,ঈদৰ,1,1,4
1251,ঈশ্বৰ,1,1,2
1252,ঈশ্বৰহে,1,1,5
1253,উ,1,1,4
1254,উগ্ৰ,1,1,5
1255,"উগ্ৰবাদী-আতংকবাদী-জেহাদীক,",2,2,28
1256,উচটনি,1,1,11
1257,উচিত,29,28,347
1258,উচিত...,1,1,6
1259,উচিত।,3,3,56
1260,উচিত৷,1,1,9
1261,উচ্চ,2,2,42
1262,উচ্চাৰণ,1,1,11
1263,উচ্ছেদৰ,1,1,7
1264,উচৰত,1,1,7
1265,উজন,1,1,16
1266,উজনি,4,3,39
1267,উজনিৰ,3,3,28
1268,উজু,1,1,11
1269,উজ্বল,2,2,27
1270,উঠাই,5,5,90
1271,উঠাব,1,1,9
1272,উঠাৰ,1,1,4
1273,উঠি,6,6,61
1274,উঠিছে,4,4,39
1275,উঠিব,2,2,18
1276,উঠিব।।,1,1,14
1277,উঠিবলৈ,1,1,13
1278,উঠিল,1,1,11
1279,উঠিল৷,1,1,7
1280,উঠে,5,5,59
1281,উঠোৱা,1,1,5
1282,উত্তেজিত,1,1,16
1283,উত্তৰ,8,8,100
1284,উতৰ,1,1,31
1285,উথিচো,1,1,30
1286,উদঙাই,1,1,12
1287,উদয়,1,1,19
1288,উদাহৰণ,1,1,11
1289,উদিত,1,1,9
1290,উদেশ্য,1,1,12
1291,উদ্দেশ্য,2,2,22
1292,উদ্ধাৰ,1,1,24
1293,উদ্ভিদ,1,1,13
1294,উন্নত,1,1,8
1295,উন্নত।।,1,1,7
1296,উন্নতি,8,7,94
1297,উন্নতিলৈ,1,1,17
1298,উন্নতিৰ,2,2,36
1299,উন্নয়ন,2,2,25
1300,উন্নয়নৰ,2,2,25
1301,উন্নয়ণ,1,1,12
1302,উন্নয়ন,1,1,11
1303,উপকাৰ,2,2,23
1304,উপকৃত,1,1,8
1305,উপদেশতকৈ,1,1,25
1306,উপদেষ্টা,1,1,13
1307,উপভাষা,1,1,12
1308,উপভাষা।,1,1,9
1309,উপভোগ,1,1,16
1310,উপযুক্ত,4,4,19
1311,উপলুঙা,1,1,12
1312,উপস্থাপন,1,1,34
1313,উপস্থাপন।,1,1,9
1314,উপস্থিত,1,1,25
1315,উপাধি,1,1,16
1316,উপাধীবোৰ,1,1,13
1317,উপায়,1,1,10
1318,উপায়।,1,1,8
1319,উপায়হীন,1,1,11
1320,উপাৰ্জন,2,2,22
1321,উপৰ,1,1,9
1322,উপৰত,1,1,22
1323,উফি,1,1,9
1324,উফৰিবা?,1,1,3
1325,উবিষ্যতৰ,1,1,16
1326,উভতাই,1,1,6
1327,উভতি,1,1,12
1328,উম,1,1,2
1329,উমান,1,1,10
1330,উলংগ,6,5,54
1331,উলঙ্গ,1,1,7
1332,উলট,1,1,7
1333,উলমায়,1,1,9
1334,উলাই,2,2,31
1335,উলাইছে।,1,1,7
1336,উলিয়াই,4,4,74
1337,উলিয়াব,1,1,10
1338,উলিয়াই,7,7,76
1339,উলিয়াই।,1,1,14
1340,উল্ংগ,1,1,24
1341,উল্টা,3,3,36
1342,উল্লেখ,1,1,11
1343,উষ্টাদি,1,1,9
1344,উহ,1,1,11
1345,উৎকোচৰ,1,1,8
1346,উৎচ্ছেদ,1,1,9
1347,উৎপত্তি,1,1,3
1348,উৎপত্তি।,1,1,15
1349,উৎপাত,2,2,25
1350,উৎপাতটো,1,1,17
1351,উৎপীড়ীত,1,1,11
1352,উৎযাপন,1,1,11
1353,উৎসাহি,1,1,8
1354,উৎসাহিত,1,1,13
1355,উৰণীয়া,1,1,9
1356,উৰফি,2,2,19
1357,উৰফিয়ে,1,1,9
1358,উৰহৰ,1,1,4
1359,উৰা,1,1,14
1360,উৰাই,1,1,11
1361,উৰি,1,1,10
1362,উৰিলে,1,1,7
1363,উৰ্ফি,4,4,55
1364,উৰ্ফি৷নে,1,1,15
1365,উৰ্ফীৰ,1,1,12
1366,উৰ্বি,1,1,11
1367,ঋতুল,1,1,5
1368,এ,16,16,212
1369,এঅহা,1,1,9
1370,এই,165,159,2057
1371,এইক,4,4,32
1372,এইকথাবোৰ,1,1,18
1373,এইকেইজনৰ,1,1,17
1374,এইকেইটা,1,1,26
1375,এইক্ষেত্ৰত,1,1,16
1376,এইখন,7,7,119
1377,এইগালে।,1,1,17
1378,এইগৰাকী,1,1,21
1379,এইচ,1,1,14
1380,এইচব,2,2,13
1381,এইজন,2,2,24
1382,এইজনক,1,1,15
1383,এইজনিক,2,2,34
1384,এইজনিৰ,1,1,18
1385,এইজনী,8,8,55
1386,এইজনীক,10,10,71
1387,এইজনীকো।,1,1,17
1388,এইজনীয়ে,3,3,25
1389,এইজনীয়ে,3,3,20
1390,এইজনীৰ,1,1,16
1391,এইজনৰ,1,1,5
1392,এইটো,28,28,285
1393,এইটো।,2,2,23
1394,এইটোও,1,1,25
1395,এইটোক,3,3,24
1396,এইটোক.....,1,1,15
1397,এইটোকে,1,1,12
1398,এইটোৰ,2,2,14
1399,এইটোৱেই,1,1,18
1400,এইডা,1,1,9
1401,এইতো,1,1,6
1402,এইদৰে,1,1,18
1403,এইধৰণৰ,1,1,9
1404,এইফালে,1,1,19
1405,এইফালেও,1,1,15
1406,এইবর,1,1,10
1407,এইবাৰ,10,10,103
1408,এইবাৰো,1,1,36
1409,এইবাৰৰ,1,1,5
1410,এইবিলাক,12,12,124
1411,এইবিলাকক,2,2,13
1412,এইবিলাকেৰে,1,1,4
1413,এইবিলাক৷কোনো,1,1,5
1414,এইবিষয়েও,1,1,8
1415,এইবোৰ,51,50,528
1416,"এইবোৰ,,এই",1,1,7
1417,এইবোৰ।,1,1,5
1418,এইবোৰক,5,5,31
1419,এইবোৰক৷,1,1,10
1420,এইবোৰে,1,1,8
1421,এইবোৰেই,1,1,8
1422,এইবোৰৰ,1,1,10
1423,এইমখা,1,1,3
1424,এইমান,1,1,6
1425,এইয়া,4,4,39
1426,এইয়াই,1,1,12
1427,এইসকলক,1,1,17
1428,এইসকলর,1,1,14
1429,এইসকলৰ,2,2,20
1430,এইসোপা।।।,1,1,14
1431,এইয়া,1,1,7
1432,এইয়াই,4,4,60
1433,এইয়াতে,1,1,23
1434,এইয়াৰে,1,1,12
1435,এইৰ,1,1,7
1436,এইৱোৰ,1,1,10
1437,এও,1,1,8
1438,এওঁ,1,1,6
1439,এওঁলোক,2,1,24
1440,এওঁলোক।,1,1,7
1441,এওঁল…,1,1,24
1442,এওঁৰ,3,3,35
1443,এওক,1,1,18
1444,এক,28,27,427
1445,"এক,",1,1,16
1446,একগোট,2,2,24
1447,একজন,1,1,15
1448,একটি,1,1,19
1449,একটিং,1,1,5
1450,একট্ৰেছ,1,1,9
1451,একতাৰ,2,2,30
1452,একত্ৰিকৰণ,1,1,28
1453,একদম,3,3,23
1454,একনম্বৰ,1,1,17
1455,একমত,4,4,34
1456,একমত।,1,1,13
1457,একমত৷,1,1,14
1458,একমাত্র,1,1,57
1459,একমাত্ৰ,3,3,29
1460,একলা,1,1,24
1461,একাংশ,1,1,5
1462,একাংশই,1,1,12
1463,একাউণ্ট,1,1,22
1464,একাউণ্টাৰ,2,2,13
1465,একাওন্ট,1,1,8
1466,একাকাৰ,1,1,8
1467,একাষৰীয়া,3,3,33
1468,একু,2,2,25
1469,একে,17,15,189
1470,একে+,1,1,4
1471,"একে=দুই,দাদা",1,1,4
1472,একেই,6,6,87
1473,একেই৷,1,1,19
1474,একেটা,1,1,7
1475,একেবাৰতে,1,1,17
1476,একেবাৰে,5,5,61
1477,একেবাৰে।,1,1,12
1478,একেলগে,7,7,124
1479,একেৰাতি,1,1,10
1480,একো,50,50,578
1481,একোটা,3,2,27
1482,একোদাল,1,1,29
1483,একোৱেই,4,4,66
1484,এক্টিং,1,1,26
1485,এক্টিঙেই,1,1,26
1486,এক্ম,1,1,21
1487,এক্স,1,1,11
1488,এক্সপিৰিয়েন্স,1,1,4
1489,এক্সপ্ৰেছ,1,1,22
1490,এখন,15,14,285
1491,এখনত,1,1,17
1492,এখনে,1,1,18
1493,এখনৰ,3,3,57
1494,এখাৰ,1,1,10
1495,এখেত,2,2,19
1496,এখেতসকলক,1,1,11
1497,এখেতে,1,1,26
1498,এগিয়ে,1,1,19
1499,এগ্ৰ,1,1,21
1500,এগৰাকী,4,4,54
1501,এগৰাকীও,1,1,18
1502,এগৰাকীয়ে,1,1,21
1503,এঘৰীয়া,1,1,6
1504,এচ.,1,1,25
1505,এচাম,5,5,74
1506,এচাম।কোচ,1,1,9
1507,এচামে,1,1,12
1508,এচামে৷,1,1,10
1509,এজন,30,27,418
1510,এজনি,1,1,26
1511,এজনী,8,8,99
1512,এজনীয়ে,1,1,9
1513,এজনে,5,3,54
1514,এজনো,1,1,19
1515,এজাহাৰ,2,2,17
1516,এটা,88,81,1170
1517,এটাই,4,4,29
1518,এটাও,1,1,21
1519,এটাক,2,2,25
1520,এটাৰ,2,2,40
1521,এটি,2,2,37
1522,এটিয়া,1,1,3
1523,এটো,1,1,13
1524,এটোনো,1,1,10
1525,"এডমিন,আপোনাৰ",1,1,9
1526,এতা,1,1,15
1527,এতিয়,1,1,9
1528,এতিয়া,26,26,407
1529,এতিয়াও,3,3,52
1530,এতিয়াৰ,1,1,19
1531,এতিয়া,29,29,388
1532,এতিয়াও,2,2,25
1533,এতিয়াওঁ,1,1,14
1534,এতিয়ালৈকে,1,1,19
1535,এতিয়াহে,2,2,20
1536,এতীয়া,1,1,6
1537,এথাপৰ,1,1,6
1538,এথিক,1,1,8
1539,এদিন,13,13,212
1540,এদিন?,1,1,18
1541,এদিনো,3,3,46
1542,এন,2,2,54
1543,এনএলজে,1,1,12
1544,এনকাউণ্টাৰৰ,1,1,5
1545,এনকাউন্টাৰ,2,2,10
1546,এনকান্টাৰ,1,1,7
1547,এনকি,1,1,45
1548,এনকৈ,1,1,11
1549,এনি,1,1,20
1550,এনে,27,27,403
1551,এনেই,6,6,61
1552,এনেও,3,3,48
1553,এনেকা,1,1,8
1554,এনেকুবা,1,1,19
1555,এনেকুয়াই,1,1,8
1556,এনেকুৱা,38,37,439
1557,এনেকুৱা।,2,2,13
1558,এনেকুৱাই,2,2,14
1559,এনেকুৱাই৷,1,1,19
1560,এনেকুৱাবোৰ,1,1,9
1561,এনেকে,3,3,31
1562,এনেকৈ,7,7,100
1563,এনেকৈয়ে,1,1,14
1564,এনেকৈয়ে,1,1,9
1565,এনেকোৱা,7,7,54
1566,এনেকোৱাকে,1,1,42
1567,এনেদৰে,8,8,149
1568,এনেদৰে।,1,1,8
1569,এনেধৰণৰ,1,1,10
1570,এনেধৰনৰ,1,1,12
1571,এনেবোৰ,4,4,108
1572,এনেয়ে,1,1,29
1573,এপাক,2,2,13
1574,এপাত,1,1,13
1575,এফালে,1,1,13
1576,এফালৰ,1,1,17
1577,এবছৰ,1,1,22
1578,এবাৰ,14,14,171
1579,এভাৰেষ্ট,1,1,6
1580,এম,1,1,20
1581,এমপি,1,1,14
1582,এয়া,5,4,44
1583,এয়া।,1,1,8
1584,এয়াই,3,3,18
1585,এয়াই।,1,1,18
1586,এর,1,1,8
1587,এলজিআৰ,1,1,19
1588,এলজিটি,3,2,40
1589,এলডব্লিউআৰএ,1,1,8
1590,এলভিএল,1,1,19
1591,এশকোটি,1,1,7
1592,এশবাৰ,1,1,34
1593,এশেকা,1,1,7
1594,এষা,1,1,10
1595,এসপ্তাহলৈকে,1,1,8
1596,এসময়ত,1,1,11
1597,এসাঁজ,1,1,25
1598,এহিবো,1,1,11
1599,এয়া,8,8,72
1600,এয়াই,2,2,21
1601,এয়াৰ,1,1,10
1602,এৰা,1,1,19
1603,এৰাই,1,1,16
1604,"এৰাল,ঢাকন...প্ৰয়োজন।মই",1,1,14
1605,এৰি,11,11,180
1606,এৰিছোহে।,1,1,4
1607,এৰিদিয়ক,1,1,3
1608,এৰিব,2,2,19
1609,এৰিলে,2,2,47
1610,এৰুবাই,1,1,7
1611,এৰুৱাই,1,1,9
1612,এৰে,1,1,11
1613,এৰেষট,1,1,8
1614,এৰেষ্ট,1,1,11
1615,এৰেস্ট,1,1,15
1616,এৰেস্ত,1,1,14
1617,এৰোৱাব,1,1,12
1618,ঐ,15,15,129
1619,ও,26,25,393
1620,"ও,",1,1,11
1621,ওই,1,1,13
1622,ওও,1,1,8
1623,ওক,1,1,8
1624,ওকলিব,1,1,4
1625,ওকালতি,1,1,27
1626,ওচৰত,8,8,179
1627,ওচৰত।,1,1,23
1628,ওচৰলে,1,1,9
1629,ওচৰলৈ,1,1,11
1630,ওচৰৰ,5,5,85
1631,ওছৰত,1,1,12
1632,ওনার,1,1,15
1633,ওপরত,1,1,14
1634,ওপৰত,16,16,220
1635,ওপৰতহে,1,1,25
1636,ওপৰলৈ,5,5,53
1637,ওপৰেদি,1,1,6
1638,ওপৰেৰে,1,1,7
1639,ওপৰৰ,5,5,50
1640,ওলপ,1,1,19
1641,ওলমাই,1,1,9
1642,ওলমি,2,1,16
1643,ওলাই,13,13,153
1644,ওলাইচে,1,1,9
1645,ওলাইছ,1,1,9
1646,ওলাইছা।,1,1,4
1647,ওলাইছে,2,2,34
1648,ওলাইছে।,2,2,19
1649,ওলাব,2,2,35
1650,ওলাবনোবাৰা,1,1,10
1651,ওলাবলৈ,1,1,15
1652,ওলাম,1,1,11
1653,ওলালে,1,1,16
1654,ওলায়,3,3,36
1655,ওলিয়াই,1,1,8
1656,ওলোটা,1,1,20
1657,ওলোটাকৈ,1,1,15
1658,ওলোমাই,1,1,28
1659,ওস্তাদৰো,1,1,17
1660,ওহংকাৰী।,1,1,19
1661,ওৰফে,1,1,11
1662,ওৰ্ফি,1,1,7
1663,ওৱাছ,1,1,11
1664,ঔ,3,3,24
1665,ঔষধৰ,1,1,7
1666,ঔৰ,1,1,19
1667,ঔৰষত,1,1,19
1668,ক,22,19,293
1669,ক'ত,9,9,122
1670,ক'ব,10,8,113
1671,ক'বলৈ,2,2,36
1672,ক'ৰ,1,1,14
1673,কঁও,1,1,8
1674,কংগ্রেছী,1,1,6
1675,কংগ্ৰেছ,5,5,88
1676,কংগ্ৰেছক,1,1,18
1677,কংগ্ৰেছত,2,2,38
1678,কংগ্ৰেছৰ,6,4,41
1679,কই,3,3,39
1680,কইচা,1,1,4
1681,কইচে,1,1,21
1682,কইচো,1,1,45
