word,word_count,df,doc_len,idf,tf,tf-idf,,,,,,
"অনুপ্রেরণা,",1,1,16,3.10754913,0.0625,,,,,,,
অনুপ্রেরণায়,1,1,21,3.10754913,0.047619048,,,,,,,
অনুব্রত,1,1,27,3.10754913,0.037037037,,,,,,,
অনুভব,2,2,58,2.806519134,0.034482759,,,,,,,
অনুভূতিতে,1,1,12,3.10754913,0.083333333,,,,,,,
অনুমতি,2,1,42,3.10754913,0.047619048,,,,,,,
অনুযায়ী।,1,1,16,3.10754913,0.0625,,,,,,,
অনুরোধ,7,7,201,2.26245109,0.034825871,,,,,,,
অনুশীলন,1,1,38,3.10754913,0.026315789,,,,,,,
অনুষ্ঠান।সব,1,1,28,3.10754913,0.035714286,,,,,,,
অনুষ্ঠানের,2,1,50,3.10754913,0.04,,,,,,,
অনুসরণ,1,1,30,3.10754913,0.033333333,,,,,,,
অনুসরন,1,1,12,3.10754913,0.083333333,,,,,,,
অনেক,67,56,1868,1.359361103,0.035867238,,,,,,,
অনেককিছু,2,1,83,3.10754913,0.024096386,,,,,,,
অনেকটা,1,1,26,3.10754913,0.038461538,,,,,,,
অনেকদিন,5,5,243,2.408579125,0.020576132,,,,,,,
অনেকে,1,1,65,3.10754913,0.015384615,,,,,,,
অনেকেই,1,1,43,3.10754913,0.023255814,,,,,,,
অনৈতিক,1,1,11,3.10754913,0.090909091,,,,,,,
অন্তত,4,4,105,2.505489138,0.038095238,,,,,,,
অন্তর্গত,1,1,39,3.10754913,0.025641026,,,,,,,
অন্তর্ভুক্ত,1,1,120,3.10754913,0.008333333,,,,,,,
অন্ধ,4,3,81,2.630427875,0.049382716,,,,,,,
অন্ধ।,1,1,28,3.10754913,0.035714286,,,,,,,
অন্ধকার,2,2,94,2.806519134,0.021276596,,,,,,,
অন্ধকারে,2,2,104,2.806519134,0.019230769,,,,,,,
অন্ধকারে।,1,1,14,3.10754913,0.071428571,,,,,,,
অন্ন,1,1,126,3.10754913,0.007936508,,,,,,,
অন্য,28,22,1070,1.765126449,0.026168224,,,,,,,
অন্যটার,1,1,18,3.10754913,0.055555556,,,,,,,
অন্যতম,2,2,48,2.806519134,0.041666667,,,,,,,
অন্যদের,1,1,43,3.10754913,0.023255814,,,,,,,
অন্যান্য,2,2,52,2.806519134,0.038461538,,,,,,,
অন্যায়,5,5,275,2.408579125,0.018181818,,,,,,,
অন্যায়ের,1,1,45,3.10754913,0.022222222,,,,,,,
অন্যায়,3,3,263,2.630427875,0.011406844,,,,,,,
অন্যায়।,1,1,14,3.10754913,0.071428571,,,,,,,
অন্যের,6,6,140,2.329397879,0.042857143,,,,,,,
অপকর্মে,1,1,36,3.10754913,0.027777778,,,,,,,
অপদার্থ,7,7,65,2.26245109,0.107692308,,,,,,,
অপব্যবহার,1,1,35,3.10754913,0.028571429,,,,,,,
অপমান,7,7,212,2.26245109,0.033018868,,,,,,,
অপমান।,1,1,23,3.10754913,0.043478261,,,,,,,
অপমানিত,1,1,31,3.10754913,0.032258065,,,,,,,
অপর,1,1,41,3.10754913,0.024390244,,,,,,,
অপরকে,1,1,41,3.10754913,0.024390244,,,,,,,
অপরাধ,1,1,44,3.10754913,0.022727273,,,,,,,
অপরাধ।,2,2,79,2.806519134,0.025316456,,,,,,,
অপরাধটা,1,1,43,3.10754913,0.023255814,,,,,,,
অপরাধে,1,1,12,3.10754913,0.083333333,,,,,,,
"অপরিনত,",1,1,16,3.10754913,0.0625,,,,,,,
অপর্ণা,2,2,161,2.806519134,0.01242236,,,,,,,
অপর্না,1,1,17,3.10754913,0.058823529,,,,,,,
অপর্নাদেবী,1,1,16,3.10754913,0.0625,,,,,,,
অপসংস্কৃতির,1,1,17,3.10754913,0.058823529,,,,,,,
অপসারণ,1,1,28,3.10754913,0.035714286,,,,,,,
অপুলবো...হাচবো,1,1,9,3.10754913,0.111111111,,,,,,,
অপেক্ষা,4,4,77,2.505489138,0.051948052,,,,,,,
অপেক্ষায়,1,1,60,3.10754913,0.016666667,,,,,,,
অপ্রিয়,1,1,33,3.10754913,0.03030303,,,,,,,
অফিস,2,2,24,2.806519134,0.083333333,,,,,,,
অফিসিয়াল,1,1,22,3.10754913,0.045454545,,,,,,,
অফিসে,1,1,14,3.10754913,0.071428571,,,,,,,
অবক্ষয়ের,1,1,28,3.10754913,0.035714286,,,,,,,
অবতার,1,1,24,3.10754913,0.041666667,,,,,,,
অবথা..,1,1,13,3.10754913,0.076923077,,,,,,,
অবদান?,1,1,33,3.10754913,0.03030303,,,,,,,
অবনতি,1,1,80,3.10754913,0.0125,,,,,,,
অবমাননার,1,1,9,3.10754913,0.111111111,,,,,,,
অবর্তমানে,1,1,37,3.10754913,0.027027027,,,,,,,
অবশেষে,1,1,29,3.10754913,0.034482759,,,,,,,
অবশ্য,1,1,31,3.10754913,0.032258065,,,,,,,
অবশ্যই,6,6,352,2.329397879,0.017045455,,,,,,,
অবশ‍্যই,1,1,14,3.10754913,0.071428571,,,,,,,
অবসর,1,1,54,3.10754913,0.018518519,,,,,,,
অবসাদগ্রস্ত,1,1,26,3.10754913,0.038461538,,,,,,,
অবস্থা,8,8,310,2.204459143,0.025806452,,,,,,,
"অবস্থা,,সমাজ",1,1,20,3.10754913,0.05,,,,,,,
অবস্থা।,1,1,5,3.10754913,0.2,,,,,,,
অবস্থা।।,1,1,11,3.10754913,0.090909091,,,,,,,
অবস্থান,1,1,5,3.10754913,0.2,,,,,,,
অবস্থানে,1,1,19,3.10754913,0.052631579,,,,,,,
অবাক,3,3,60,2.630427875,0.05,,,,,,,
অবাঞ্ছিত,1,1,5,3.10754913,0.2,,,,,,,
অবাধে,1,1,31,3.10754913,0.032258065,,,,,,,
অবিচল,1,1,31,3.10754913,0.032258065,,,,,,,
অবিলম্বে,5,5,88,2.408579125,0.056818182,,,,,,,
অব্দি,2,2,102,2.806519134,0.019607843,,,,,,,
অভাগা,1,1,44,3.10754913,0.022727273,,,,,,,
অভাব,3,3,122,2.630427875,0.024590164,,,,,,,
অভাবে,1,1,22,3.10754913,0.045454545,,,,,,,
অভিনন্দন,3,3,121,2.630427875,0.024793388,,,,,,,
অভিনন্দন।,2,2,40,2.806519134,0.05,,,,,,,
অভিনন্দন।।,1,1,23,3.10754913,0.043478261,,,,,,,
অভিনয়,1,1,9,3.10754913,0.111111111,,,,,,,
অভিনয়ে,1,1,34,3.10754913,0.029411765,,,,,,,
অভিনয়ের,1,1,34,3.10754913,0.029411765,,,,,,,
অভিনেতা,5,5,125,2.408579125,0.04,,,,,,,
"অভিনেতা""",1,1,37,3.10754913,0.027027027,,,,,,,
"অভিনেতা""।",1,1,37,3.10754913,0.027027027,,,,,,,
অভিনয়,1,1,37,3.10754913,0.027027027,,,,,,,
অভিভাবক,1,1,42,3.10754913,0.023809524,,,,,,,
অভিভাবকদের,1,1,61,3.10754913,0.016393443,,,,,,,
অভিভূত,1,1,21,3.10754913,0.047619048,,,,,,,
অভিভূত।,1,1,25,3.10754913,0.04,,,,,,,
অভিমুখ,1,1,137,3.10754913,0.00729927,,,,,,,
অভিযুক্ত,1,1,14,3.10754913,0.071428571,,,,,,,
অভিযোগ,19,13,426,1.993605777,0.044600939,,,,,,,
অভিযোগটা,1,1,90,3.10754913,0.011111111,,,,,,,
অভিযোগের,1,1,70,3.10754913,0.014285714,,,,,,,
অভিযোগেরা,1,1,72,3.10754913,0.013888889,,,,,,,
অভিশাপেই,1,1,23,3.10754913,0.043478261,,,,,,,
অভিষেকের,1,1,11,3.10754913,0.090909091,,,,,,,
অভ্যাস,3,3,46,2.630427875,0.065217391,,,,,,,
অভ্যাসটা,1,1,36,3.10754913,0.027777778,,,,,,,
অমন,1,1,17,3.10754913,0.058823529,,,,,,,
অমার্জনীয়,1,1,35,3.10754913,0.028571429,,,,,,,
অমিত,1,1,137,3.10754913,0.00729927,,,,,,,
অযথা,1,1,10,3.10754913,0.1,,,,,,,
অযোগ্য,5,4,84,2.505489138,0.05952381,,,,,,,
অযোগ্যরা,1,1,35,3.10754913,0.028571429,,,,,,,
অরাজনৈতিক,1,1,65,3.10754913,0.015384615,,,,,,,
অর্ক,3,3,67,2.630427875,0.044776119,,,,,,,
অর্জিত,1,1,46,3.10754913,0.02173913,,,,,,,
অর্থ,3,2,45,2.806519134,0.066666667,,,,,,,
অর্থনীতি,1,1,18,3.10754913,0.055555556,,,,,,,
অর্থনীতির,1,1,41,3.10754913,0.024390244,,,,,,,
অর্থনৈতিক,1,1,21,3.10754913,0.047619048,,,,,,,
অর্থাৎ,1,1,196,3.10754913,0.005102041,,,,,,,
"অর্থাৎ,",1,1,18,3.10754913,0.055555556,,,,,,,
অর্থেই,1,1,4,3.10754913,0.25,,,,,,,
অর্থের,2,1,22,3.10754913,0.090909091,,,,,,,
অর্নিবাণ,1,1,35,3.10754913,0.028571429,,,,,,,
অর্নিবাণের,1,1,35,3.10754913,0.028571429,,,,,,,
অর্পিতা,1,1,20,3.10754913,0.05,,,,,,,
অলংকার,1,1,11,3.10754913,0.090909091,,,,,,,
অলিম্পিক,1,1,29,3.10754913,0.034482759,,,,,,,
অল্প,2,2,25,2.806519134,0.08,,,,,,,
অশিক্ষা,1,1,32,3.10754913,0.03125,,,,,,,
অশিক্ষিত,21,21,266,1.785329835,0.078947368,,,,,,,
অশিক্ষিতদের,2,2,112,2.806519134,0.017857143,,,,,,,
অশিক্ষিতের,2,2,11,2.806519134,0.181818182,,,,,,,
অশ্রুমিশ্রিত,1,1,23,3.10754913,0.043478261,,,,,,,
অষ্টমিতে,1,1,5,3.10754913,0.2,,,,,,,
অষ্ট্রিয়া,1,1,84,3.10754913,0.011904762,,,,,,,
অসংখ্য,1,1,26,3.10754913,0.038461538,,,,,,,
অসন্মান,1,1,19,3.10754913,0.052631579,,,,,,,
অসভ্য,4,4,112,2.505489138,0.035714286,,,,,,,
অসভ্য।,1,1,10,3.10754913,0.1,,,,,,,
অসময়ের,1,1,13,3.10754913,0.076923077,,,,,,,
অসম্ভব,1,1,90,3.10754913,0.011111111,,,,,,,
অসম্মান,3,3,183,2.630427875,0.016393443,,,,,,,
অসাংবিধানিক,1,1,11,3.10754913,0.090909091,,,,,,,
অসাধারণ,8,8,157,2.204459143,0.050955414,,,,,,,
অসাধারণ।,1,1,13,3.10754913,0.076923077,,,,,,,
অসামাজিক,1,1,22,3.10754913,0.045454545,,,,,,,
অসামান্য,1,1,34,3.10754913,0.029411765,,,,,,,
অসুখী,1,1,45,3.10754913,0.022222222,,,,,,,
অসুবিধা,2,2,44,2.806519134,0.045454545,,,,,,,
অসুস্থ,6,5,123,2.408579125,0.048780488,,,,,,,
অসুস্থতা,1,1,27,3.10754913,0.037037037,,,,,,,
অসুস্থ্য,1,1,26,3.10754913,0.038461538,,,,,,,
অস্ত,1,1,53,3.10754913,0.018867925,,,,,,,
অস্তিত্ব,6,4,157,2.505489138,0.038216561,,,,,,,
অস্তিত্বের,1,1,25,3.10754913,0.04,,,,,,,
অস্বস্তিকর,1,1,34,3.10754913,0.029411765,,,,,,,
অসৎ,1,1,38,3.10754913,0.026315789,,,,,,,
অহং,1,1,4,3.10754913,0.25,,,,,,,
অহংকার,5,5,125,2.408579125,0.04,,,,,,,
"অহংকার,",1,1,11,3.10754913,0.090909091,,,,,,,
অহংকার।,1,1,8,3.10754913,0.125,,,,,,,
অহঙ্কারী,1,1,24,3.10754913,0.041666667,,,,,,,
অহরহ,1,1,25,3.10754913,0.04,,,,,,,
অানফলো,1,1,4,3.10754913,0.25,,,,,,,
অ্যাংকর),1,1,137,3.10754913,0.00729927,,,,,,,
অ্যাক্টিং,1,1,67,3.10754913,0.014925373,,,,,,,
অ্যাড্ড,1,1,3,3.10754913,0.333333333,,,,,,,
অ্যাথলিট,1,1,47,3.10754913,0.021276596,,,,,,,
অ্যারেস্ট,2,2,30,2.806519134,0.066666667,,,,,,,
অ্যালার্জি,1,1,60,3.10754913,0.016666667,,,,,,,
আঁকড়ে,1,1,73,3.10754913,0.01369863,,,,,,,
আঁটি,1,1,14,3.10754913,0.071428571,,,,,,,
আঁতে,1,1,39,3.10754913,0.025641026,,,,,,,
আইকন,2,2,48,2.806519134,0.041666667,,,,,,,
আইডি,1,1,22,3.10754913,0.045454545,,,,,,,
আইডিয়া,1,1,15,3.10754913,0.066666667,,,,,,,
আইন,5,5,92,2.408579125,0.054347826,,,,,,,
আইনটাকে,1,1,132,3.10754913,0.007575758,,,,,,,
আইনত,1,1,18,3.10754913,0.055555556,,,,,,,
আইনি,4,4,91,2.505489138,0.043956044,,,,,,,
আইনে,1,1,10,3.10754913,0.1,,,,,,,
আইনের,6,6,174,2.329397879,0.034482759,,,,,,,
আইফেল,1,1,54,3.10754913,0.018518519,,,,,,,
আইসিস,2,1,36,3.10754913,0.055555556,,,,,,,
"আইসে,,,",1,1,36,3.10754913,0.027777778,,,,,,,
আওতায়,3,3,73,2.630427875,0.04109589,,,,,,,
আওতায়,1,1,13,3.10754913,0.076923077,,,,,,,
আকাট,1,1,19,3.10754913,0.052631579,,,,,,,
আকালই,1,1,17,3.10754913,0.058823529,,,,,,,
আকৃতি,1,1,51,3.10754913,0.019607843,,,,,,,
আক্রমণ,2,2,82,2.806519134,0.024390244,,,,,,,
আক্রমণ।,1,1,67,3.10754913,0.014925373,,,,,,,
আক্রান্ত।,1,1,43,3.10754913,0.023255814,,,,,,,
আখড়া,1,1,17,3.10754913,0.058823529,,,,,,,
আগমীর‌,1,1,27,3.10754913,0.037037037,,,,,,,
আগলে,1,1,19,3.10754913,0.052631579,,,,,,,
আগাছাগুলো,1,1,99,3.10754913,0.01010101,,,,,,,
আগামি,1,1,63,3.10754913,0.015873016,,,,,,,
আগামী,10,10,430,2.10754913,0.023255814,,,,,,,
আগামীকাল,3,2,28,2.806519134,0.107142857,,,,,,,
আগামীতে,1,1,21,3.10754913,0.047619048,,,,,,,
আগে,25,24,718,1.727337888,0.034818942,,,,,,,
আগেই,5,5,280,2.408579125,0.017857143,,,,,,,
আগেকার,2,2,24,2.806519134,0.083333333,,,,,,,
আগের,1,1,80,3.10754913,0.0125,,,,,,,
আগ্রহ,1,1,42,3.10754913,0.023809524,,,,,,,
আগ্রহী,1,1,4,3.10754913,0.25,,,,,,,
আঘাত,6,6,305,2.329397879,0.019672131,,,,,,,
আঙিনায়,1,1,67,3.10754913,0.014925373,,,,,,,
আঙুল,2,2,31,2.806519134,0.064516129,,,,,,,
আচ্চা,1,1,23,3.10754913,0.043478261,,,,,,,
আচ্ছা,3,3,45,2.630427875,0.066666667,,,,,,,
আছি,2,2,92,2.806519134,0.02173913,,,,,,,
আছিস,1,1,6,3.10754913,0.166666667,,,,,,,
আছে,81,68,2014,1.275040217,0.040218471,,,,,,,
আছে!,1,1,6,3.10754913,0.166666667,,,,,,,
আছে!?,1,1,40,3.10754913,0.025,,,,,,,
"আছে,",11,10,404,2.10754913,0.027227723,,,,,,,
"আছে,,profile",1,1,60,3.10754913,0.016666667,,,,,,,
"আছে,তাও",1,1,38,3.10754913,0.026315789,,,,,,,
"আছে,তেমনি",1,1,31,3.10754913,0.032258065,,,,,,,
"আছে,না",1,1,38,3.10754913,0.026315789,,,,,,,
"আছে,যে",1,1,38,3.10754913,0.026315789,,,,,,,
আছে..,1,1,6,3.10754913,0.166666667,,,,,,,
আছে?,6,6,82,2.329397879,0.073170732,,,,,,,
আছে?কথাবার্তা,1,1,31,3.10754913,0.032258065,,,,,,,
আছে।,19,18,601,1.852276625,0.031613977,,,,,,,
আছে।।।😊,1,1,9,3.10754913,0.111111111,,,,,,,
"আছে।কমিউনিস্ট,",1,1,21,3.10754913,0.047619048,,,,,,,
আছে।কিন্তু,2,2,164,2.806519134,0.012195122,,,,,,,
আছে।তুমি,1,1,10,3.10754913,0.1,,,,,,,
আছে।বুঝতে,1,1,38,3.10754913,0.026315789,,,,,,,
আছে।যা,2,1,38,3.10754913,0.052631579,,,,,,,
আছে।যে,1,1,38,3.10754913,0.026315789,,,,,,,
আছে।শুধুই,1,1,18,3.10754913,0.055555556,,,,,,,
আছেই,1,1,8,3.10754913,0.125,,,,,,,
আছেন,6,6,320,2.329397879,0.01875,,,,,,,
আছেন....🙇‍♂,1,1,14,3.10754913,0.071428571,,,,,,,
আছেন।,1,1,87,3.10754913,0.011494253,,,,,,,
আছেন।এই,1,1,45,3.10754913,0.022222222,,,,,,,
আছে৷,1,1,57,3.10754913,0.01754386,,,,,,,
আছো?,1,1,7,3.10754913,0.142857143,,,,,,,
আছোলা।,1,1,16,3.10754913,0.0625,,,,,,,
আজ,28,22,954,1.765126449,0.029350105,,,,,,,
আজও,2,2,168,2.806519134,0.011904762,,,,,,,
আজকাল,3,3,69,2.630427875,0.043478261,,,,,,,
আজকে,4,4,183,2.505489138,0.021857923,,,,,,,
আজকেও,1,1,65,3.10754913,0.015384615,,,,,,,
আজকের,3,3,209,2.630427875,0.014354067,,,,,,,
আজব,1,1,11,3.10754913,0.090909091,,,,,,,
আজাদির,1,1,8,3.10754913,0.125,,,,,,,
আজাদী,5,2,69,2.806519134,0.072463768,,,,,,,
"আজাদী,",1,1,62,3.10754913,0.016129032,,,,,,,
আজাদীর,1,1,47,3.10754913,0.021276596,,,,,,,
আজিই,1,1,11,3.10754913,0.090909091,,,,,,,
আজীবন।।।।,1,1,17,3.10754913,0.058823529,,,,,,,
আটকান,1,1,15,3.10754913,0.066666667,,,,,,,
আটকায়,1,1,9,3.10754913,0.111111111,,,,,,,
আঠারো,3,1,25,3.10754913,0.12,,,,,,,
আঠি,1,1,11,3.10754913,0.090909091,,,,,,,
আড়ালে,2,2,110,2.806519134,0.018181818,,,,,,,
আড্ডাটা,1,1,20,3.10754913,0.05,,,,,,,
আত্মসমর্পণ,1,1,22,3.10754913,0.045454545,,,,,,,
আত্মসমালোচনায়,1,1,16,3.10754913,0.0625,,,,,,,
আত্মহত্যা,1,1,15,3.10754913,0.066666667,,,,,,,
আত্মা,1,1,26,3.10754913,0.038461538,,,,,,,
আত্মীয়,1,1,119,3.10754913,0.008403361,,,,,,,
আদর্শ,4,3,29,2.630427875,0.137931034,,,,,,,
আদালতে,3,3,156,2.630427875,0.019230769,,,,,,,
আদালতের,1,1,16,3.10754913,0.0625,,,,,,,
আদিবাসী,1,1,196,3.10754913,0.005102041,,,,,,,
আদেশে,1,1,16,3.10754913,0.0625,,,,,,,
আদৌ,1,1,17,3.10754913,0.058823529,,,,,,,
আধদিন,1,1,126,3.10754913,0.007936508,,,,,,,
আধ্যাত্মিক,1,1,17,3.10754913,0.058823529,,,,,,,
আনতে,2,2,67,2.806519134,0.029850746,,,,,,,
আনন্দ,23,20,514,1.806519134,0.044747082,,,,,,,
"আনন্দ,",1,1,13,3.10754913,0.076923077,,,,,,,
আনন্দ।,1,1,12,3.10754913,0.083333333,,,,,,,
আনন্দকে,4,4,132,2.505489138,0.03030303,,,,,,,
আনন্দটা,1,1,6,3.10754913,0.166666667,,,,,,,
আনন্দবাজার,1,1,23,3.10754913,0.043478261,,,,,,,
আনন্দবাজারীয়,2,2,33,2.806519134,0.060606061,,,,,,,
আনন্দবাবু,1,1,10,3.10754913,0.1,,,,,,,
আনন্দর,1,1,35,3.10754913,0.028571429,,,,,,,
আনন্দরও,1,1,33,3.10754913,0.03030303,,,,,,,
আনন্দে,2,2,52,2.806519134,0.038461538,,,,,,,
আনন্দের,6,6,95,2.329397879,0.063157895,,,,,,,
আনন্দোৎসব।,1,1,17,3.10754913,0.058823529,,,,,,,
আনবে,1,1,25,3.10754913,0.04,,,,,,,
আনবো,1,1,16,3.10754913,0.0625,,,,,,,
আনলে,1,1,11,3.10754913,0.090909091,,,,,,,
আনলেই,1,1,70,3.10754913,0.014285714,,,,,,,
আনলেন,1,1,5,3.10754913,0.2,,,,,,,
আনা,3,3,53,2.630427875,0.056603774,,,,,,,
"আনা,",1,1,28,3.10754913,0.035714286,,,,,,,
আনাটা,1,1,26,3.10754913,0.038461538,,,,,,,
আনার,3,3,68,2.630427875,0.044117647,,,,,,,
আন্ডারগ্রাউন্ড,1,1,24,3.10754913,0.041666667,,,,,,,
আন্তরিক,1,1,23,3.10754913,0.043478261,,,,,,,
আন্তরিকতার,1,1,10,3.10754913,0.1,,,,,,,
আন্তর্জাতিক,3,1,62,3.10754913,0.048387097,,,,,,,
আন্দোলন,12,9,355,2.15330662,0.033802817,,,,,,,
আন্দোলনকারী,1,1,65,3.10754913,0.015384615,,,,,,,
আন্দোলনকারীদের,1,1,13,3.10754913,0.076923077,,,,,,,
আন্দোলনজীবি,1,1,14,3.10754913,0.071428571,,,,,,,
আন্দোলনজীবিগুলো,1,1,51,3.10754913,0.019607843,,,,,,,
আন্দোলনটা,1,1,104,3.10754913,0.009615385,,,,,,,
আন্দোলনরতদের,1,1,34,3.10754913,0.029411765,,,,,,,
আন্দোলনরতের,1,1,34,3.10754913,0.029411765,,,,,,,
আন্দোলনে,4,4,102,2.505489138,0.039215686,,,,,,,
আন্দোলনের,2,2,80,2.806519134,0.025,,,,,,,
আন্দোলের,1,1,99,3.10754913,0.01010101,,,,,,,
আপ,1,1,36,3.10754913,0.027777778,,,,,,,
আপত্তি,2,2,101,2.806519134,0.01980198,,,,,,,
আপনাকে,13,13,387,1.993605777,0.033591731,,,,,,,
আপনাকে।,1,1,25,3.10754913,0.04,,,,,,,
আপনাদের,24,21,683,1.785329835,0.035139092,,,,,,,
আপনাদেরকে,1,1,33,3.10754913,0.03030303,,,,,,,
আপনার,61,43,1315,1.474080674,0.046387833,,,,,,,
"আপনার,,",1,1,28,3.10754913,0.035714286,,,,,,,
আপনারা,26,22,842,1.765126449,0.03087886,,,,,,,
আপনারাই,1,1,54,3.10754913,0.018518519,,,,,,,
আপনারাও,1,1,33,3.10754913,0.03030303,,,,,,,
আপনি,46,40,1277,1.505489138,0.036021926,,,,,,,
আপনি!,1,1,36,3.10754913,0.027777778,,,,,,,
আপনী,1,1,10,3.10754913,0.1,,,,,,,
আপাতত,1,1,20,3.10754913,0.05,,,,,,,
আপামর,1,1,14,3.10754913,0.071428571,,,,,,,
আপামোর,1,1,137,3.10754913,0.00729927,,,,,,,
আপু,1,1,42,3.10754913,0.023809524,,,,,,,
"আপ্লুত,",1,1,73,3.10754913,0.01369863,,,,,,,
আফগানিস্তান,1,1,15,3.10754913,0.066666667,,,,,,,
আফগানিস্তানএর,1,1,32,3.10754913,0.03125,,,,,,,
আবদার,1,1,26,3.10754913,0.038461538,,,,,,,
আবর্জনায়,1,1,49,3.10754913,0.020408163,,,,,,,
আবার,55,51,1226,1.399978954,0.044861338,,,,,,,
আবার।,1,1,24,3.10754913,0.041666667,,,,,,,
আবিষ্কার,1,1,26,3.10754913,0.038461538,,,,,,,
আবেগ,1,1,19,3.10754913,0.052631579,,,,,,,
আবেগে,1,1,41,3.10754913,0.024390244,,,,,,,
আবেদন,2,2,38,2.806519134,0.052631579,,,,,,,
আবেদনের,1,1,19,3.10754913,0.052631579,,,,,,,
আভাস৷,1,1,57,3.10754913,0.01754386,,,,,,,
আম,13,11,222,2.066156445,0.058558559,,,,,,,
আমজনতা(অন্ধ,1,1,137,3.10754913,0.00729927,,,,,,,
আমদই,1,1,20,3.10754913,0.05,,,,,,,
"আমদই,",1,1,26,3.10754913,0.038461538,,,,,,,
আমদের,1,1,15,3.10754913,0.066666667,,,,,,,
আমন্ত্রণ,1,1,83,3.10754913,0.012048193,,,,,,,
আমমিষ্টি,1,1,21,3.10754913,0.047619048,,,,,,,
আমরা,56,51,1920,1.399978954,0.029166667,,,,,,,
"আমরা,যারা",1,1,116,3.10754913,0.00862069,,,,,,,
আমরা।,2,2,79,2.806519134,0.025316456,,,,,,,
আমরাই,1,1,15,3.10754913,0.066666667,,,,,,,
আমরাও,2,2,131,2.806519134,0.015267176,,,,,,,
আমল,1,1,11,3.10754913,0.090909091,,,,,,,
আমলে,4,4,284,2.505489138,0.014084507,,,,,,,
"আমলে,",1,1,28,3.10754913,0.035714286,,,,,,,
আমলেও,2,1,53,3.10754913,0.037735849,,,,,,,
আমাকে,3,3,228,2.630427875,0.013157895,,,,,,,
আমাকেও,1,1,34,3.10754913,0.029411765,,,,,,,
আমাগো,1,1,29,3.10754913,0.034482759,,,,,,,
আমাদের,74,65,2225,1.294635773,0.033258427,,,,,,,
আমাদেরই,1,1,16,3.10754913,0.0625,,,,,,,
আমাদেরকেই,1,1,37,3.10754913,0.027027027,,,,,,,
আমার,44,43,1326,1.474080674,0.033182504,,,,,,,
আমারও,2,2,52,2.806519134,0.038461538,,,,,,,
আমারে,1,1,29,3.10754913,0.034482759,,,,,,,
আমি,48,42,1343,1.484299839,0.035740879,,,,,,,
"আমি,",1,1,12,3.10754913,0.083333333,,,,,,,
আমি।,1,1,34,3.10754913,0.029411765,,,,,,,
আমিও,5,5,158,2.408579125,0.03164557,,,,,,,
আমিন,1,1,20,3.10754913,0.05,,,,,,,
আমের,3,3,38,2.630427875,0.078947368,,,,,,,
আমড়া,1,1,5,3.10754913,0.2,,,,,,,
আয়,2,2,29,2.806519134,0.068965517,,,,,,,
আয়।,1,1,25,3.10754913,0.04,,,,,,,
আয়তন,1,1,9,3.10754913,0.111111111,,,,,,,
আযাদি‌,1,1,24,3.10754913,0.041666667,,,,,,,
আযোগ‍্য,1,1,16,3.10754913,0.0625,,,,,,,
আর,209,183,5525,0.84509804,0.037828054,,,,,,,
আরএসএস,1,1,51,3.10754913,0.019607843,,,,,,,
আরও,4,4,120,2.505489138,0.033333333,,,,,,,
আরকি।,1,1,19,3.10754913,0.052631579,,,,,,,
আরকেটু,1,1,42,3.10754913,0.023809524,,,,,,,
"আরুণি""....",1,1,4,3.10754913,0.25,,,,,,,
আরে,7,7,161,2.26245109,0.043478261,,,,,,,
আরেকটা,2,2,107,2.806519134,0.018691589,,,,,,,
আরেকটি,1,1,8,3.10754913,0.125,,,,,,,
আরেকটু,1,1,17,3.10754913,0.058823529,,,,,,,
আরেস্ট,1,1,11,3.10754913,0.090909091,,,,,,,
